Dendrometer,Treatment,Date,Hour,Air temperature (°C),Perimeter (mm)
P9A14,Non-irrigated,25-10-2014,9,22.59765625,3.44566759700001
P9A14,Non-irrigated,25-10-2014,10,29.625,3.45438322700001
P9A14,Non-irrigated,25-10-2014,11,37.17578125,3.44469961800001
P9A14,Non-irrigated,25-10-2014,12,32.8125,3.42339644100001
P9A14,Non-irrigated,25-10-2014,13,27.73046875,3.44179472600001
P9A14,Non-irrigated,25-10-2014,14,26.05078125,3.46116099000001
P9A14,Non-irrigated,25-10-2014,15,29.8203125,3.44857344300001
P9A14,Non-irrigated,25-10-2014,16,28.7421875,3.44566759700001
P9A14,Non-irrigated,25-10-2014,17,20.74609375,3.44663653000001
P9A14,Non-irrigated,25-10-2014,18,17.28125,3.45050940100001
P9A14,Non-irrigated,25-10-2014,19,15.2578125,3.45535120600001
P9A14,Non-irrigated,25-10-2014,20,13.375,3.46019301100001
P9A14,Non-irrigated,25-10-2014,21,12.7421875,3.47084459900001
P9A14,Non-irrigated,25-10-2014,22,11.7734375,3.46212992300001
P9A14,Non-irrigated,25-10-2014,23,11.2265625,3.46503481500001
P9A14,Non-irrigated,26-10-2014,0,10.88671875,3.46116099000001
P9A14,Non-irrigated,26-10-2014,1,10.94921875,3.46406683600001
P9A14,Non-irrigated,26-10-2014,2,11.07421875,3.46600279500001
P9A14,Non-irrigated,26-10-2014,3,11.015625,3.48924288400001
P9A14,Non-irrigated,26-10-2014,4,11.5703125,3.49505362200001
P9A14,Non-irrigated,26-10-2014,5,12.1015625,3.50764116900001
P9A14,Non-irrigated,26-10-2014,6,12.12890625,3.51926169100001
P9A14,Non-irrigated,26-10-2014,7,12.11328125,3.52410349600001
P9A14,Non-irrigated,26-10-2014,8,13.51953125,3.53088125900001
P9A14,Non-irrigated,26-10-2014,9,15.83984375,3.53959688900001
P9A14,Non-irrigated,26-10-2014,10,17.1015625,3.53862795600001
P9A14,Non-irrigated,26-10-2014,11,19.0625,3.53572306400001
P9A14,Non-irrigated,26-10-2014,12,20.98828125,3.52894530100001
P9A14,Non-irrigated,26-10-2014,13,22.0234375,3.51345190800001
P9A14,Non-irrigated,26-10-2014,14,21.93359375,3.49505362300001
P9A14,Non-irrigated,26-10-2014,15,24.22265625,3.49117979800001
P9A14,Non-irrigated,26-10-2014,16,22.93359375,3.48052821000001
P9A14,Non-irrigated,26-10-2014,17,20.70703125,3.47471842600001
P9A14,Non-irrigated,26-10-2014,18,18.3203125,3.47278151300001
P9A14,Non-irrigated,26-10-2014,19,16.53515625,3.47278151300001
P9A14,Non-irrigated,26-10-2014,20,14.125,3.47181353400001
P9A14,Non-irrigated,26-10-2014,21,12.640625,3.49214777800001
P9A14,Non-irrigated,26-10-2014,22,12.40234375,3.51151499600001
P9A14,Non-irrigated,26-10-2014,23,11.734375,3.51732478000001
P9A14,Non-irrigated,27-10-2014,0,11.48046875,3.52507147600001
P9A14,Non-irrigated,27-10-2014,1,11.90625,3.52991328100001
P9A14,Non-irrigated,27-10-2014,2,10.60546875,3.53669199800001
P9A14,Non-irrigated,27-10-2014,3,10.4453125,3.54346976100001
P9A14,Non-irrigated,27-10-2014,4,11.50390625,3.54443869400001
P9A14,Non-irrigated,27-10-2014,5,11.859375,3.56186804600001
P9A14,Non-irrigated,27-10-2014,6,11.734375,3.61996874600001
P9A14,Non-irrigated,27-10-2014,7,12.15234375,3.64998755200001
P9A14,Non-irrigated,27-10-2014,8,13.51953125,3.64998755200001
P9A14,Non-irrigated,27-10-2014,9,25.51171875,3.68581614200001
P9A14,Non-irrigated,27-10-2014,10,32.38671875,3.67806944600001
P9A14,Non-irrigated,27-10-2014,11,33.83203125,3.65870222800001
P9A14,Non-irrigated,27-10-2014,12,29.55078125,3.64417681400001
P9A14,Non-irrigated,27-10-2014,13,25.96484375,3.63255724600001
P9A14,Non-irrigated,27-10-2014,14,22.01953125,3.62384161600001
P9A14,Non-irrigated,27-10-2014,15,23.12109375,3.62093672400001
P9A14,Non-irrigated,27-10-2014,16,19.76171875,3.61512694000001
P9A14,Non-irrigated,27-10-2014,17,19.94921875,3.61609491900001
P9A14,Non-irrigated,27-10-2014,18,20.87890625,3.61415896000001
P9A14,Non-irrigated,27-10-2014,19,18.51953125,3.60834822200001
P9A14,Non-irrigated,27-10-2014,20,14.67578125,3.59576067500001
P9A14,Non-irrigated,27-10-2014,21,12.81640625,3.61125406800001
P9A14,Non-irrigated,27-10-2014,22,12.41796875,3.62190565600001
P9A14,Non-irrigated,27-10-2014,23,12.11328125,3.64127192000001
P9A14,Non-irrigated,28-10-2014,0,11.48046875,3.65289244200001
P9A14,Non-irrigated,28-10-2014,1,10.83984375,3.65676531300001
P9A14,Non-irrigated,28-10-2014,2,10.23046875,3.6548284
P9A14,Non-irrigated,28-10-2014,3,9.98046875,3.687752098
P9A14,Non-irrigated,28-10-2014,4,10.59765625,3.705182403
P9A14,Non-irrigated,28-10-2014,5,10.8515625,3.70324549
P9A14,Non-irrigated,28-10-2014,6,11.52734375,3.732296317
P9A14,Non-irrigated,28-10-2014,7,11.8203125,3.765219062
P9A14,Non-irrigated,28-10-2014,8,12.40234375,3.774902671
P9A14,Non-irrigated,28-10-2014,9,16.12109375,3.783617347
P9A14,Non-irrigated,28-10-2014,10,24.421875,3.808794349
P9A14,Non-irrigated,28-10-2014,11,25.76171875,3.780712455
P9A14,Non-irrigated,28-10-2014,12,27.27734375,3.773934692
P9A14,Non-irrigated,28-10-2014,13,21.40234375,3.7710298
P9A14,Non-irrigated,28-10-2014,14,19.83203125,3.768123954
P9A14,Non-irrigated,28-10-2014,15,23.828125,3.767155975
P9A14,Non-irrigated,28-10-2014,16,24.80078125,3.768123954
P9A14,Non-irrigated,28-10-2014,17,21.93359375,3.767155975
P9A14,Non-irrigated,28-10-2014,18,18.54296875,3.763283104
P9A14,Non-irrigated,28-10-2014,19,17.1015625,3.760377258
P9A14,Non-irrigated,28-10-2014,20,14.23828125,3.758441299
P9A14,Non-irrigated,28-10-2014,21,12.87109375,3.757472366
P9A14,Non-irrigated,28-10-2014,22,12.39453125,3.762314171
P9A14,Non-irrigated,28-10-2014,23,11.9140625,3.772965759
P9A14,Non-irrigated,29-10-2014,0,11.69140625,3.778776497
P9A14,Non-irrigated,29-10-2014,1,11.98828125,3.788459152
P9A14,Non-irrigated,29-10-2014,2,12.12890625,3.804921478
P9A14,Non-irrigated,29-10-2014,3,11.8515625,3.829129547
P9A14,Non-irrigated,29-10-2014,4,12.19921875,3.828161568
P9A14,Non-irrigated,29-10-2014,5,11.04296875,3.85140165700001
P9A14,Non-irrigated,29-10-2014,6,10.9765625,3.85817942000001
P9A14,Non-irrigated,29-10-2014,7,11.734375,3.86999315600001
P9A14,Non-irrigated,29-10-2014,8,11.04296875,3.88742346100001
P9A14,Non-irrigated,29-10-2014,9,11.45703125,3.90001196200001
P9A14,Non-irrigated,29-10-2014,10,12.8046875,3.91763586300001
P9A14,Non-irrigated,29-10-2014,11,15.2578125,3.96895784600001
P9A14,Non-irrigated,29-10-2014,12,17.48046875,3.98057741400001
P9A14,Non-irrigated,29-10-2014,13,21.33984375,3.97573656300001
P9A14,Non-irrigated,29-10-2014,14,19.9765625,3.96314806200001
P9A14,Non-irrigated,29-10-2014,15,24.10546875,3.92731947200001
P9A14,Non-irrigated,29-10-2014,16,22.99609375,3.90117449100001
P9A14,Non-irrigated,29-10-2014,17,19.671875,3.87793440200001
P9A14,Non-irrigated,29-10-2014,18,16.5,3.840168899
P9A14,Non-irrigated,29-10-2014,19,13.95703125,3.81402391800001
P9A14,Non-irrigated,29-10-2014,20,11.16796875,3.80627722200001
P9A14,Non-irrigated,29-10-2014,21,10.09375,3.804340309
P9A14,Non-irrigated,29-10-2014,22,9.5390625,3.80627722200001
P9A14,Non-irrigated,29-10-2014,23,9.44921875,3.80627722200001
P9A14,Non-irrigated,30-10-2014,0,8.94921875,3.80821413500001
P9A14,Non-irrigated,30-10-2014,1,7.62890625,3.80724520200001
P9A14,Non-irrigated,30-10-2014,2,6.23828125,3.80724520200001
P9A14,Non-irrigated,30-10-2014,3,5.25390625,3.81111902700001
P9A14,Non-irrigated,30-10-2014,4,4.546875,3.81692881100001
P9A14,Non-irrigated,30-10-2014,5,4.49609375,3.82854837900001
P9A14,Non-irrigated,30-10-2014,6,3.86328125,3.84597868400001
P9A14,Non-irrigated,30-10-2014,7,4.54296875,3.85953516400001
P9A14,Non-irrigated,30-10-2014,8,7.79296875,3.87987036100001
P9A14,Non-irrigated,30-10-2014,9,21.05078125,3.89923757900001
P9A14,Non-irrigated,30-10-2014,10,26.66796875,3.89633268700001
P9A14,Non-irrigated,30-10-2014,11,29.765625,3.87890238200001
P9A14,Non-irrigated,30-10-2014,12,27.08984375,3.86244101000001
P9A14,Non-irrigated,30-10-2014,13,20.38671875,3.81983370300001
P9A14,Non-irrigated,30-10-2014,14,18,3.79756159300001
P9A14,Non-irrigated,30-10-2014,15,22.546875,3.79659361400001
P9A14,Non-irrigated,30-10-2014,16,21.7890625,3.79465670100001
P9A14,Non-irrigated,30-10-2014,17,19.1171875,3.79465670100001
P9A14,Non-irrigated,30-10-2014,18,16.4765625,3.78884691700001
P9A14,Non-irrigated,30-10-2014,19,14.1640625,3.78594202500001
P9A14,Non-irrigated,30-10-2014,20,11.90625,3.78787893800001
P9A14,Non-irrigated,30-10-2014,21,10.49609375,3.78981489700001
P9A14,Non-irrigated,30-10-2014,22,10.51171875,3.79562563500001
P9A14,Non-irrigated,30-10-2014,23,10.08984375,3.79368872200001
P9A14,Non-irrigated,31-10-2014,0,9.1640625,3.79562563500001
P9A14,Non-irrigated,31-10-2014,1,8.32421875,3.79562563500001
P9A14,Non-irrigated,31-10-2014,2,7.0703125,3.80046744000001
P9A14,Non-irrigated,31-10-2014,3,6.73828125,3.80337233200001
P9A14,Non-irrigated,31-10-2014,4,6.60546875,3.81692881200001
P9A14,Non-irrigated,31-10-2014,5,6.4375,3.82854838000001
P9A14,Non-irrigated,31-10-2014,6,7.1484375,3.84210581400001
P9A14,Non-irrigated,31-10-2014,7,6.37109375,3.85082049000001
P9A14,Non-irrigated,31-10-2014,8,11.734375,3.87115568700001
P9A14,Non-irrigated,31-10-2014,9,21.61328125,3.89633268900001
P9A14,Non-irrigated,31-10-2014,10,25.94921875,3.89536375600001
P9A14,Non-irrigated,31-10-2014,11,28.3984375,3.87212366700001
P9A14,Non-irrigated,31-10-2014,12,25.73828125,3.85372538200001
P9A14,Non-irrigated,31-10-2014,13,20.21484375,3.82370752900001
P9A14,Non-irrigated,31-10-2014,14,17.953125,3.80918211500001
P9A14,Non-irrigated,31-10-2014,15,23.45703125,3.80530829000001
P9A14,Non-irrigated,31-10-2014,16,21.55078125,3.80724520300001
P9A14,Non-irrigated,31-10-2014,17,18.3671875,3.79465670200001
P9A14,Non-irrigated,31-10-2014,18,15.6796875,3.79078383100001
P9A14,Non-irrigated,31-10-2014,19,13.515625,3.79078383100001
P9A14,Non-irrigated,31-10-2014,20,11.3046875,3.79465670200001
P9A14,Non-irrigated,31-10-2014,21,9.78515625,3.79368872300001
P9A14,Non-irrigated,31-10-2014,22,9.41796875,3.79659361500001
P9A14,Non-irrigated,31-10-2014,23,8.59765625,3.79853052800001
P9A14,Non-irrigated,01-11-2014,0,8.0546875,3.80434031200001
P9A14,Non-irrigated,01-11-2014,1,7.48828125,3.81305498800001
P9A14,Non-irrigated,01-11-2014,2,6.03515625,3.82661242200001
P9A14,Non-irrigated,01-11-2014,3,5.94921875,3.84694761900001
P9A14,Non-irrigated,01-11-2014,4,5.140625,3.86340899100001
P9A14,Non-irrigated,01-11-2014,5,5.515625,3.88374418800001
P9A14,Non-irrigated,01-11-2014,6,5.03515625,3.90020556000001
P9A14,Non-irrigated,01-11-2014,7,5.2734375,3.90407938500001
P9A14,Non-irrigated,01-11-2014,8,10.29296875,3.90892119000001
P9A14,Non-irrigated,01-11-2014,9,22.43359375,3.92731947500001
P9A14,Non-irrigated,01-11-2014,10,26.75,3.92635054200001
P9A14,Non-irrigated,01-11-2014,11,29.6171875,3.91666788700001
P9A14,Non-irrigated,01-11-2014,12,25.04296875,3.90311045300001
P9A14,Non-irrigated,01-11-2014,13,19.76171875,3.89439577700001
P9A14,Non-irrigated,01-11-2014,14,17.44140625,3.86825079600001
P9A14,Non-irrigated,01-11-2014,15,24.01953125,3.84888357800001
P9A14,Non-irrigated,01-11-2014,16,22.1875,3.84694761900001
P9A14,Non-irrigated,01-11-2014,17,18.3828125,3.83823198900001
P9A14,Non-irrigated,01-11-2014,18,16.39453125,3.83339018400001
P9A14,Non-irrigated,01-11-2014,19,13.8203125,3.82564348800001
P9A14,Non-irrigated,01-11-2014,20,11.0859375,3.82273859600001
P9A14,Non-irrigated,01-11-2014,21,9.51171875,3.82370752900001
P9A14,Non-irrigated,01-11-2014,22,8.95703125,3.82854838000001
P9A14,Non-irrigated,01-11-2014,23,8.7265625,3.85275740300001
P9A14,Non-irrigated,02-11-2014,0,8.6484375,3.87406058000001
P9A14,Non-irrigated,02-11-2014,1,8.89453125,3.90214247400001
P9A14,Non-irrigated,02-11-2014,2,8.1484375,3.90698427900001
P9A14,Non-irrigated,02-11-2014,3,7.6875,3.90795225800001
P9A14,Non-irrigated,02-11-2014,4,7.17578125,3.90892119100001
P9A14,Non-irrigated,02-11-2014,5,6.48828125,3.90988917000001
P9A14,Non-irrigated,02-11-2014,6,6.3515625,3.91376204100001
P9A14,Non-irrigated,02-11-2014,7,5.80859375,3.91666788700001
P9A14,Non-irrigated,02-11-2014,8,13.3359375,3.92441458300001
P9A14,Non-irrigated,02-11-2014,9,23.375,3.96024317300001
P9A14,Non-irrigated,02-11-2014,10,27.9375,3.94281286800001
P9A14,Non-irrigated,02-11-2014,11,29.375,3.93022436700001
P9A14,Non-irrigated,02-11-2014,12,24.6640625,3.91376204100001
P9A14,Non-irrigated,02-11-2014,13,19.0546875,3.89923758100001
P9A14,Non-irrigated,02-11-2014,14,17.39453125,3.89342779700001
P9A14,Non-irrigated,02-11-2014,15,23.75,3.89149088400001
P9A14,Non-irrigated,02-11-2014,16,22.22265625,3.88568110000001
P9A14,Non-irrigated,02-11-2014,17,19.140625,3.87987036200001
P9A14,Non-irrigated,02-11-2014,18,16.8515625,3.873092599
P9A14,Non-irrigated,02-11-2014,19,14.1953125,3.854694314
P9A14,Non-irrigated,02-11-2014,20,11.0859375,3.84694761800001
P9A14,Non-irrigated,02-11-2014,21,9.25390625,3.84985251000001
P9A14,Non-irrigated,02-11-2014,22,8.81640625,3.85663027300001
P9A14,Non-irrigated,02-11-2014,23,8.55859375,3.87599749100001
P9A14,Non-irrigated,03-11-2014,0,8.00390625,3.89536375500001
P9A14,Non-irrigated,03-11-2014,1,6.16015625,3.90020556000001
P9A14,Non-irrigated,03-11-2014,2,5.46875,3.90698427700001
P9A14,Non-irrigated,03-11-2014,3,4.51953125,3.91473097300001
P9A14,Non-irrigated,03-11-2014,4,4.3125,3.92054075700001
P9A14,Non-irrigated,03-11-2014,5,3.73046875,3.92925638700001
P9A14,Non-irrigated,03-11-2014,6,3.0234375,3.93700308300001
P9A14,Non-irrigated,03-11-2014,7,2.734375,3.94765467100001
P9A14,Non-irrigated,03-11-2014,8,10.953125,3.97186274000001
P9A14,Non-irrigated,03-11-2014,9,21.5234375,3.99413485000001
P9A14,Non-irrigated,03-11-2014,10,26.48046875,3.99607080900001
P9A14,Non-irrigated,03-11-2014,11,28.078125,3.99122995800001
P9A14,Non-irrigated,03-11-2014,12,24.38671875,3.98251432800001
P9A14,Non-irrigated,03-11-2014,13,19.4296875,3.980577415
P9A14,Non-irrigated,03-11-2014,14,18.55859375,3.95346445400001
P9A14,Non-irrigated,03-11-2014,15,24.51171875,3.94571775800001
P9A14,Non-irrigated,03-11-2014,16,22.57421875,3.93506617000001
P9A14,Non-irrigated,03-11-2014,17,19.0625,3.93119234500001
P9A14,Non-irrigated,03-11-2014,18,17.15234375,3.93216127800001
P9A14,Non-irrigated,03-11-2014,19,14.578125,3.919572777
P9A14,Non-irrigated,03-11-2014,20,12.0859375,3.920540756
P9A14,Non-irrigated,03-11-2014,21,10.265625,3.923445648
P9A14,Non-irrigated,03-11-2014,22,8.9375,3.929256386
P9A14,Non-irrigated,03-11-2014,23,8.671875,3.93603414900001
P9A14,Non-irrigated,04-11-2014,0,7.6171875,3.951527542
P9A14,Non-irrigated,04-11-2014,1,6.4140625,3.959274238
P9A14,Non-irrigated,04-11-2014,2,6.109375,3.974767631
P9A14,Non-irrigated,04-11-2014,3,4.69140625,3.98445124
P9A14,Non-irrigated,04-11-2014,4,5.171875,3.983483261
P9A14,Non-irrigated,04-11-2014,5,4.078125,3.98929304500001
P9A14,Non-irrigated,04-11-2014,6,4.5390625,3.99897665400001
P9A14,Non-irrigated,04-11-2014,7,4.09765625,4.024152702
P9A14,Non-irrigated,04-11-2014,8,9.87890625,4.039646095
P9A14,Non-irrigated,04-11-2014,9,22.59765625,4.059981292
P9A14,Non-irrigated,04-11-2014,10,29.09765625,4.065791076
P9A14,Non-irrigated,04-11-2014,11,30.6640625,4.048361724
P9A14,Non-irrigated,04-11-2014,12,26.15625,4.040615028
P9A14,Non-irrigated,04-11-2014,13,19.6796875,4.02996344
P9A14,Non-irrigated,04-11-2014,14,18.86328125,4.026089615
P9A14,Non-irrigated,04-11-2014,15,25.48046875,4.02124781
P9A14,Non-irrigated,04-11-2014,16,22.359375,4.026089615
P9A14,Non-irrigated,04-11-2014,17,19.28125,4.020279831
P9A14,Non-irrigated,04-11-2014,18,16.78515625,4.017374939
P9A14,Non-irrigated,04-11-2014,19,14.1484375,4.019310898
P9A14,Non-irrigated,04-11-2014,20,10.86328125,4.018342919
P9A14,Non-irrigated,04-11-2014,21,8.59765625,4.020279832
P9A14,Non-irrigated,04-11-2014,22,7.984375,4.023184724
P9A14,Non-irrigated,04-11-2014,23,7.83984375,4.029963441
P9A14,Non-irrigated,05-11-2014,0,7.4140625,4.035773225
P9A14,Non-irrigated,05-11-2014,1,8.55078125,4.039646096
P9A14,Non-irrigated,05-11-2014,2,9.1328125,4.042550988
P9A14,Non-irrigated,05-11-2014,3,9.3203125,4.045456834
P9A14,Non-irrigated,05-11-2014,4,9.59375,4.049329705
P9A14,Non-irrigated,05-11-2014,5,9.87890625,4.052234597
P9A14,Non-irrigated,05-11-2014,6,9.87890625,4.058044381
P9A14,Non-irrigated,05-11-2014,7,10.09375,4.059013314
P9A14,Non-irrigated,05-11-2014,8,13.08984375,4.061918206
P9A14,Non-irrigated,05-11-2014,9,17.9921875,4.06772799
P9A14,Non-irrigated,05-11-2014,10,25.74609375,4.072569795
P9A14,Non-irrigated,05-11-2014,11,26.94921875,4.070632882
P9A14,Non-irrigated,05-11-2014,12,22.828125,4.063855119
P9A14,Non-irrigated,05-11-2014,13,18.7734375,4.059013314
P9A14,Non-irrigated,05-11-2014,14,19.44140625,4.05417150900001
P9A14,Non-irrigated,05-11-2014,15,23.80078125,4.05320353
P9A14,Non-irrigated,05-11-2014,16,21.99609375,4.049329705
P9A14,Non-irrigated,05-11-2014,17,19.26953125,4.047392792
P9A14,Non-irrigated,05-11-2014,18,17.58203125,4.040615029
P9A14,Non-irrigated,05-11-2014,19,14.9921875,4.039646096
P9A14,Non-irrigated,05-11-2014,20,12,4.04351992100001
P9A14,Non-irrigated,05-11-2014,21,10.26953125,4.04448790000001
P9A14,Non-irrigated,05-11-2014,22,9.06640625,4.04836172500001
P9A14,Non-irrigated,05-11-2014,23,8.765625,4.05223459600001
P9A14,Non-irrigated,06-11-2014,0,9.015625,4.05707640100001
P9A14,Non-irrigated,06-11-2014,1,9.20703125,4.05998129300001
P9A14,Non-irrigated,06-11-2014,2,8.09765625,4.05998129300001
P9A14,Non-irrigated,06-11-2014,3,7.1875,4.07160181500001
P9A14,Non-irrigated,06-11-2014,4,6.19921875,4.09290499200001
P9A14,Non-irrigated,06-11-2014,5,5.34765625,4.12485975700001
P9A14,Non-irrigated,06-11-2014,6,4.94921875,4.14616388800001
P9A14,Non-irrigated,06-11-2014,7,4.578125,4.16940397700001
P9A14,Non-irrigated,06-11-2014,8,10.9609375,4.21394724300001
P9A14,Non-irrigated,06-11-2014,9,23.98828125,4.252680725
P9A14,Non-irrigated,06-11-2014,10,28.046875,4.24783892
P9A14,Non-irrigated,06-11-2014,11,28.03515625,4.22556681
P9A14,Non-irrigated,06-11-2014,12,26.5859375,4.206200546
P9A14,Non-irrigated,06-11-2014,13,20.4296875,4.200390762
P9A14,Non-irrigated,06-11-2014,14,20.1796875,4.198453849
P9A14,Non-irrigated,06-11-2014,15,25.390625,4.198453849
P9A14,Non-irrigated,06-11-2014,16,23.9296875,4.196516936
P9A14,Non-irrigated,06-11-2014,17,20.82421875,4.193612044
P9A14,Non-irrigated,06-11-2014,18,18.19140625,4.197485869
P9A14,Non-irrigated,06-11-2014,19,15.890625,4.194580023
P9A14,Non-irrigated,06-11-2014,20,13.34765625,4.193612044
P9A14,Non-irrigated,06-11-2014,21,11.4453125,4.193612044
P9A14,Non-irrigated,06-11-2014,22,11.1484375,4.194580023
P9A14,Non-irrigated,06-11-2014,23,11.35546875,4.21201032800001
P9A14,Non-irrigated,07-11-2014,0,10.453125,4.21588415300001
P9A14,Non-irrigated,07-11-2014,1,9.20703125,4.22556680800001
P9A14,Non-irrigated,07-11-2014,2,7.79296875,4.23234552500001
P9A14,Non-irrigated,07-11-2014,3,6.93359375,4.24299711300001
P9A14,Non-irrigated,07-11-2014,4,6.81640625,4.24299711300001
P9A14,Non-irrigated,07-11-2014,5,5.9453125,4.24396604600001
P9A14,Non-irrigated,07-11-2014,6,5.8671875,4.25558561400001
P9A14,Non-irrigated,07-11-2014,7,6.58984375,4.27204698600001
P9A14,Non-irrigated,07-11-2014,8,11.87109375,4.28269952800001
P9A14,Non-irrigated,07-11-2014,9,24.484375,4.32530588200001
P9A14,Non-irrigated,07-11-2014,10,29.11328125,4.30787557700001
P9A14,Non-irrigated,07-11-2014,11,28.7578125,4.30400270600001
P9A14,Non-irrigated,07-11-2014,12,26.2265625,4.29044622600001
P9A14,Non-irrigated,07-11-2014,13,20.83203125,4.28076261700001
P9A14,Non-irrigated,07-11-2014,14,20.42578125,4.27882570400001
P9A14,Non-irrigated,07-11-2014,15,25.625,4.27688879100001
P9A14,Non-irrigated,07-11-2014,16,22.890625,4.27398389900001
P9A14,Non-irrigated,07-11-2014,17,19.83203125,4.27398389900001
P9A14,Non-irrigated,07-11-2014,18,18.75,4.27011102800001
P9A14,Non-irrigated,07-11-2014,19,16.1953125,4.27107900700001
P9A14,Non-irrigated,07-11-2014,20,13.38671875,4.27107900700001
P9A14,Non-irrigated,07-11-2014,21,11.4765625,4.27301592000001
P9A14,Non-irrigated,07-11-2014,22,10.58203125,4.27592081200001
P9A14,Non-irrigated,07-11-2014,23,10.11328125,4.27882570400001
P9A14,Non-irrigated,08-11-2014,0,9.7265625,4.28269952900001
P9A14,Non-irrigated,08-11-2014,1,9.32421875,4.28850931300001
P9A14,Non-irrigated,08-11-2014,2,8.421875,4.29335111800001
P9A14,Non-irrigated,08-11-2014,3,8.0078125,4.32046407900001
P9A14,Non-irrigated,08-11-2014,4,7.61328125,4.34660906000001
P9A14,Non-irrigated,08-11-2014,5,7.56640625,4.35822958200001
P9A14,Non-irrigated,08-11-2014,6,6.65625,4.39502615200001
P9A14,Non-irrigated,08-11-2014,7,6.27734375,4.43472856700001
P9A14,Non-irrigated,08-11-2014,8,10.24609375,4.44150633000001
P9A14,Non-irrigated,08-11-2014,9,22.421875,4.42698187000001
P9A14,Non-irrigated,08-11-2014,10,30.09765625,4.45118993900001
P9A14,Non-irrigated,08-11-2014,11,27.94921875,4.43569654600001
P9A14,Non-irrigated,08-11-2014,12,25.87109375,4.42794985000001
P9A14,Non-irrigated,08-11-2014,13,20.8671875,4.42310804500001
P9A14,Non-irrigated,08-11-2014,14,20.72265625,4.42214006600001
P9A14,Non-irrigated,08-11-2014,15,26.328125,4.42020315300001
P9A14,Non-irrigated,08-11-2014,16,23.4609375,4.42504495800001
P9A14,Non-irrigated,08-11-2014,17,21.03125,4.42794985000001
P9A14,Non-irrigated,08-11-2014,18,18.421875,4.43085474200001
P9A14,Non-irrigated,08-11-2014,19,16.046875,4.43860143800001
P9A14,Non-irrigated,08-11-2014,20,12.94921875,4.44150633000001
P9A14,Non-irrigated,08-11-2014,21,12.08984375,4.44441122200001
P9A14,Non-irrigated,08-11-2014,22,12.26171875,4.44247526300001
P9A14,Non-irrigated,08-11-2014,23,12.2265625,4.43666452500001
P9A14,Non-irrigated,09-11-2014,0,11.96484375,4.42988676200001
P9A14,Non-irrigated,09-11-2014,1,11.73046875,4.43085474100001
P9A14,Non-irrigated,09-11-2014,2,11.26953125,4.43375963300001
P9A14,Non-irrigated,09-11-2014,3,10.3828125,4.43666452500001
P9A14,Non-irrigated,09-11-2014,4,9.94140625,4.43569654600001
P9A14,Non-irrigated,09-11-2014,5,9.81640625,4.43956941700001
P9A14,Non-irrigated,09-11-2014,6,9.53515625,4.47636694000001
P9A14,Non-irrigated,09-11-2014,7,9.72265625,4.51800531400001
P9A14,Non-irrigated,09-11-2014,8,11.00390625,4.56061166800001
P9A14,Non-irrigated,09-11-2014,9,12.65625,4.58385175700001
P9A14,Non-irrigated,09-11-2014,10,16.3828125,4.59450334500001
P9A14,Non-irrigated,09-11-2014,11,24.20703125,4.61096567100001
P9A14,Non-irrigated,09-11-2014,12,22.61328125,4.61483854200001
P9A14,Non-irrigated,09-11-2014,13,18.4921875,4.60225004100001
P9A14,Non-irrigated,09-11-2014,14,19.9140625,4.59644025700001
P9A14,Non-irrigated,09-11-2014,15,23.1328125,4.59450334400001
P9A14,Non-irrigated,09-11-2014,16,20.109375,4.59353536500001
P9A14,Non-irrigated,09-11-2014,17,17.90234375,4.59450334400001
P9A14,Non-irrigated,09-11-2014,18,15.1796875,4.59450334400001
P9A14,Non-irrigated,09-11-2014,19,14.109375,4.59353536500001
P9A14,Non-irrigated,09-11-2014,20,13.08984375,4.59353536500001
P9A14,Non-irrigated,09-11-2014,21,12.53125,4.59547227800001
P9A14,Non-irrigated,09-11-2014,22,12.48828125,4.59740919100001
P9A14,Non-irrigated,09-11-2014,23,12.390625,4.60128206200001
P9A14,Non-irrigated,10-11-2014,0,12.26171875,4.60321897500001
P9A14,Non-irrigated,10-11-2014,1,12.16015625,4.60999673800001
P9A14,Non-irrigated,10-11-2014,2,12.01171875,4.61774343400001
P9A14,Non-irrigated,10-11-2014,3,11.484375,4.62549013000001
P9A14,Non-irrigated,10-11-2014,4,10.97265625,4.68262285100001
P9A14,Non-irrigated,10-11-2014,5,10.8828125,4.68649572200001
P9A14,Non-irrigated,10-11-2014,6,10.77734375,4.73007100900001
P9A14,Non-irrigated,10-11-2014,7,10.8203125,4.78332990500001
P9A14,Non-irrigated,10-11-2014,8,11.7734375,4.82109445400001
P9A14,Non-irrigated,10-11-2014,9,12.33984375,4.83949273900001
P9A14,Non-irrigated,10-11-2014,10,14.15625,4.83561986800001
P9A14,Non-irrigated,10-11-2014,11,14.66796875,4.85111326100001
P9A14,Non-irrigated,10-11-2014,12,17.265625,4.85595506600001
P9A14,Non-irrigated,10-11-2014,13,19.05078125,4.85014528200001
P9A14,Non-irrigated,10-11-2014,14,19.9375,4.83561986800001
P9A14,Non-irrigated,10-11-2014,15,22.6875,4.83077806300001
P9A14,Non-irrigated,10-11-2014,16,19.94921875,4.84046167200001
P9A14,Non-irrigated,10-11-2014,17,17.0390625,4.84046167200001
P9A14,Non-irrigated,10-11-2014,18,17.41015625,4.83658784700001
P9A14,Non-irrigated,10-11-2014,19,14.953125,4.83561986800001
